Name,TEAMTEAM,WW,LL,ERAERA,Games,GSGS,CGCG,SHOSHO,SVSV,SVOSVO,IPIP,HH,RR,ERER,HRHR,HBHB,BBBB,SOSO,WHIPWHIP,AVGAVG
55RyanR PresslyPresslyP55‌‌‌,HOU,5,3,2.25,64,0,0,0,26,28,64.0,49,19,16,4,0,13,81,0.97,.208
55RichardR RodríguezRodriguezP55‌‌‌,ATL,5,4,2.94,64,0,0,0,14,17,64.1,50,21,21,8,2,10,42,0.93,.209
55JoshJ StaumontStaumontP55‌‌‌,KC,4,3,2.88,64,0,0,0,5,5,65.2,43,24,21,6,2,27,72,1.07,.183
62EdwinE DíazDiazP62‌‌‌,NYM,5,6,3.45,63,0,0,0,32,38,62.2,43,27,24,3,9,23,89,1.05,.195
62AmirA GarrettGarrettP62‌‌‌,CIN,0,4,6.04,63,0,0,0,7,11,47.2,46,34,32,9,0,29,61,1.57,.249
62PierceP JohnsonJohnsonP62‌‌‌,SD,3,4,3.22,63,2,0,0,0,2,58.2,47,21,21,6,1,27,77,1.26,.220
62CraigC KimbrelKimbrelP62‌‌‌,CWS,4,5,2.26,63,0,0,0,24,29,59.2,31,19,15,6,3,23,100,0.91,.150
62ZackZ LittellLittellP62‌‌‌,SF,4,0,2.92,63,2,0,0,2,6,61.2,46,24,20,7,2,24,63,1.14,.207
62JoshJ SborzSborzP62‌‌‌,TEX,4,3,3.97,63,0,0,0,1,4,59.0,52,29,26,7,0,32,69,1.42,.234
68AaronA BummerBummerP68‌‌‌,CWS,5,5,3.51,62,0,0,0,2,8,56.1,42,28,22,3,4,29,75,1.26,.202
68YimiY GarciaGarciaP68‌‌‌,HOU,4,9,4.21,62,0,0,0,15,18,57.2,49,33,27,8,1,18,60,1.16,.230
68JakeJ McGeeMcGeeP68‌‌‌,SF,3,2,2.72,62,0,0,0,31,36,59.2,44,25,18,7,2,10,58,0.91,.196
68JordanJ RomanoRomanoP68‌‌‌,TOR,7,1,2.14,62,0,0,0,23,24,63.0,41,17,15,7,1,25,85,1.05,.181
68TannerTan ScottScottP68‌‌‌,BAL,5,4,5.17,62,0,0,0,0,2,54.0,48,34,31,6,6,37,70,1.57,.234
68PaulP SewaldSewaldP68‌‌‌,SEA,10,3,3.06,62,0,0,0,11,16,64.2,42,24,22,10,0,24,104,1.02,.176
68GregoryG SotoSotoP68‌‌‌,DET,6,3,3.39,62,0,0,0,18,19,63.2,46,30,24,7,1,40,76,1.35,.198
68DrewD SteckenriderSteckenriderP68‌‌‌,SEA,5,2,2.00,62,0,0,0,14,17,67.2,52,16,15,5,4,17,58,1.02,.214
68DillonD TateTateP68‌‌‌,BAL,0,6,4.39,62,0,0,0,3,5,67.2,61,35,33,7,7,23,49,1.24,.245
68TonyT WatsonWatsonP68‌‌‌,SF,7,4,3.92,62,0,0,0,0,3,57.1,40,26,25,4,0,18,44,1.01,.193
78DavidD BednarBednarP78‌‌‌,PIT,3,1,2.23,61,0,0,0,3,5,60.2,40,15,15,5,1,19,77,0.97,.185
78DiegoD CastilloCastilloP78‌‌‌,SEA,5,5,2.78,61,0,0,0,16,22,58.1,40,23,18,9,5,17,75,0.98,.194
78AroldisA ChapmanChapmanP78‌‌‌,NYY,6,4,3.36,61,0,0,0,30,34,56.1,36,23,21,9,3,38,97,1.31,.182
78TimT MayzaMayzaP78‌‌‌,TOR,5,2,3.40,61,0,0,0,1,4,53.0,40,21,20,5,3,12,57,0.98,.206
78A.J.A MinterMinterP78‌‌‌,ATL,3,6,3.78,61,0,0,0,0,6,52.1,44,27,22,2,1,20,57,1.22,.226
78BrentB SuterSuterP78‌‌‌,MIL,12,5,3.07,61,1,0,0,1,9,73.1,72,34,25,9,1,24,69,1.31,.252
78JoshJ TaylorTaylorP78‌‌‌,BOS,1,0,3.40,61,0,0,0,1,2,47.2,45,18,18,2,3,23,60,1.43,.246
85MattM BarnesBarnesP85‌‌‌,BOS,6,5,3.79,60,0,0,0,24,30,54.2,41,25,23,8,2,20,84,1.12,.206
85AnthonyA BenderBenderP85‌‌‌,MIA,3,2,2.79,60,1,0,0,3,5,61.1,45,22,19,5,6,20,71,1.06,.207
85JoshJ HaderHaderP85‌‌‌,MIL,4,2,1.23,60,0,0,0,34,35,58.2,25,8,8,3,2,24,102,0.84,.127
85HeathH HembreeHembreeP85‌‌‌,NYM,2,7,5.59,60,0,0,0,9,11,58.0,45,39,36,12,2,24,83,1.19,.207
85JamesJ KarinchakKarinchakP85‌‌‌,CLE,7,4,4.07,60,0,0,0,11,16,55.1,35,27,25,9,2,32,78,1.21,.176
85ColeC SulserSulserP85‌‌‌,BAL,5,4,2.70,60,0,0,0,8,11,63.1,48,20,19,5,0,23,73,1.12,.207
85NickN WittgrenWittgrenP85‌‌‌,CLE,2,9,5.05,60,1,0,0,1,1,62.1,61,38,35,13,2,17,61,1.25,.261
92JorgeJ AlcalaAlcalaP92‌‌‌,MIN,3,6,3.92,59,0,0,0,1,5,59.2,45,29,26,10,2,13,61,0.97,.214
92JoseJ RuizRuizP92‌‌‌,CWS,1,3,3.05,59,0,0,0,0,1,65.0,51,26,22,8,0,25,63,1.17,.210
92CalebC ThielbarThielbarP92‌‌‌,MIN,7,0,3.23,59,0,0,0,0,0,64.0,55,24,23,8,3,20,77,1.17,.232
95SamS ClayClayP95‌‌‌,WSH,0,5,5.60,58,0,0,0,0,1,45.0,55,32,28,4,5,22,34,1.71,.296
95JarlinJ GarcíaGarciaP95‌‌‌,SF,6,3,2.62,58,0,0,0,1,3,68.2,48,26,20,9,2,18,68,0.96,.196
95BrooksB RaleyRaleyP95‌‌‌,HOU,2,3,4.78,58,0,0,0,2,5,49.0,43,30,26,6,3,16,65,1.20,.232
95DevinD WilliamsWilliamsP95‌‌‌,MIL,8,2,2.50,58,0,0,0,3,6,54.0,36,17,15,5,2,28,87,1.19,.186
99PhilP BickfordBickfordP99‌‌‌,LAD,4,2,2.81,57,0,0,0,1,3,51.1,36,18,16,7,3,19,59,1.07,.197
99RexR BrothersBrothersP99‌‌‌,CHC,3,2,5.26,57,0,0,0,1,2,53.0,41,31,31,9,6,35,75,1.43,.212
99KyleK FunkhouserFunkhouserP99‌‌‌,DET,7,4,3.42,57,2,0,0,1,5,68.1,58,32,26,6,3,38,63,1.40,.229
99GregG HollandHollandP99‌‌‌,KC,3,5,4.85,57,0,0,0,8,12,55.2,49,32,30,9,1,26,53,1.35,.229
99AndrewA KittredgeKittredgeP99‌‌‌,TB,9,3,1.88,57,4,0,0,8,9,71.2,55,21,15,7,3,15,77,0.98,.210
99DominicD LeoneLeoneP99‌‌‌,SF,4,5,1.51,57,4,0,0,2,4,53.2,37,15,9,2,1,22,50,1.10,.195
99JonathanJ LoáisigaLoaisigaP99‌‌‌,NYY,9,4,2.17,57,0,0,0,5,9,70.2,56,19,17,3,3,16,69,1.02,.215
99LucasL LuetgeLuetgeP99‌‌‌,NYY,4,2,2.74,57,1,0,0,1,3,72.1,67,30,22,6,3,15,78,1.13,.238
99JoeJ MantiplyMantiplyP99‌‌‌,ARI,0,3,3.40,57,0,0,0,0,2,39.2,45,24,15,1,1,17,38,1.56,.292
99ChasenC ShreveShreveP99‌‌‌,PIT,3,3,3.20,57,0,0,0,0,2,56.1,43,20,20,7,1,28,45,1.26,.212
99HunterH StricklandStricklandP99‌‌‌,MIL,3,2,2.61,57,0,0,0,0,0,58.2,46,21,17,8,2,22,58,1.16,.213
110ConnorC BrogdonBrogdonP110‌‌‌,PHI,5,4,3.43,56,1,0,0,1,5,57.2,47,27,22,6,1,18,50,1.13,.221
110JTJ ChargoisChargoisP110‌‌‌,TB,6,1,2.52,56,0,0,0,0,5,53.2,38,16,15,5,6,20,53,1.08,.202
110SeanS DoolittleDoolittleP110‌‌‌,SEA,3,1,4.53,56,0,0,0,1,5,49.2,50,27,25,7,2,23,53,1.47,.258
110DanielD NorrisNorrisP110‌‌‌,MIL,2,3,6.16,56,0,0,0,1,4,57.0,55,41,39,9,2,30,58,1.49,.256
110WandyW PeraltaPeraltaP110‌‌‌,NYY,5,4,3.35,56,1,0,0,5,6,51.0,49,24,19,6,1,21,43,1.37,.251
115J.P.J FeyereisenFeyereisenP115‌‌‌,TB,4,4,2.73,55,0,0,0,3,6,56.0,36,23,17,5,0,33,53,1.23,.183
115IanI KennedyKennedyP115‌‌‌,PHI,3,1,3.20,55,0,0,0,26,30,56.1,45,21,20,12,2,17,62,1.10,.216
115DennisD SantanaSantanaP115‌‌‌,TEX,2,4,4.28,55,0,0,0,0,3,54.2,48,31,26,4,3,32,46,1.46,.240
115HirokazuH SawamuraSawamuraP115‌‌‌,BOS,5,1,3.06,55,0,0,0,0,1,53.0,45,24,18,9,2,32,61,1.45,.227
119GarrettG CrochetCrochetP119‌‌‌,CWS,3,5,2.82,54,0,0,0,0,1,54.1,42,22,17,2,1,27,65,1.27,.213
119MychalM GivensGivensP119‌‌‌,CIN,4,3,3.35,54,0,0,0,8,11,51.0,43,22,19,7,2,27,54,1.37,.234
119SamS HowardHowardP119‌‌‌,PIT,3,4,5.60,54,1,0,0,0,1,45.0,34,29,28,7,3,32,60,1.47,.211
119DanielD HudsonHudsonP119‌‌‌,SD,5,3,3.31,54,0,0,0,0,3,51.2,40,22,19,8,0,16,75,1.08,.211
123ArchieA BradleyBradleyP123‌‌‌,PHI,7,3,3.71,53,0,0,0,2,5,51.0,51,24,21,5,3,22,40,1.43,.258
123LuisL CessaCessaP123‌‌‌,CIN,5,2,2.51,53,0,0,0,0,0,64.2,55,24,18,5,0,19,54,1.14,.229
123RossR DetwilerDetwilerP123‌‌‌,SD,3,1,4.64,53,5,0,0,0,0,52.1,44,28,27,10,8,20,62,1.22,.222
123KendallK GravemanGravemanP123‌‌‌,HOU,5,1,1.77,53,0,0,0,10,15,56.0,35,15,11,3,8,20,61,0.98,.180
123DeolisD GuerraGuerraP123‌‌‌,OAK,4,1,4.11,53,0,0,0,0,0,65.2,53,34,30,8,4,20,62,1.11,.218
123TrevorT RichardsRichardsP123‌‌‌,TOR,7,2,3.50,53,0,0,0,1,6,64.1,40,26,25,12,0,22,78,0.96,.175
129PaulP FryFryP129‌‌‌,BAL,4,5,6.08,52,0,0,0,2,4,47.1,37,34,32,3,4,35,60,1.52,.213
129MichaelM FulmerFulmerP129‌‌‌,DET,5,6,2.97,52,4,0,0,14,18,69.2,69,27,23,7,5,20,73,1.28,.256
129JoeJ JiménezJimenezP129‌‌‌,DET,6,1,5.96,52,0,0,0,1,2,45.1,34,33,30,6,8,35,57,1.52,.206
129JoelyJ RodríguezRodriguezP129‌‌‌,NYY,2,3,4.66,52,0,0,0,1,3,46.1,53,27,24,4,0,18,47,1.53,.294
129KyleK ZimmerZimmerP129‌‌‌,KC,4,1,4.83,52,2,0,0,2,3,54.0,46,32,29,7,0,30,46,1.41,.243
134RyanR HelsleyHelsleyP134‌‌‌,STL,6,4,4.56,51,0,0,0,1,3,47.1,40,24,24,4,0,27,47,1.42,.227
134BlakeB TaylorTaylorP134‌‌‌,HOU,4,4,3.16,51,0,0,0,0,5,42.2,38,19,15,6,0,22,41,1.41,.233
136ZachZ PopPopP136‌‌‌,MIA,1,0,4.12,50,0,0,0,0,1,54.2,54,29,25,3,8,24,51,1.43,.254
136JoeJ SmithSmithP136‌‌‌,SEA,4,4,4.99,50,0,0,0,0,3,39.2,47,23,22,5,3,8,34,1.39,.297
138RobertR StephensonStephensonP138‌‌‌,COL,2,1,3.13,49,0,0,0,1,2,46.0,42,20,16,5,2,18,52,1.30,.241
138AustinA VothVothP138‌‌‌,WSH,4,1,5.34,49,1,0,0,0,6,57.1,57,35,34,10,1,28,59,1.48,.266
140YencyY AlmonteAlmonteP140‌‌‌,COL,1,3,7.55,48,0,0,0,0,3,47.2,47,42,40,9,4,29,47,1.59,.260
140DarwinzonD HernandezHernandezP140‌‌‌,BOS,2,2,3.38,48,0,0,0,0,4,40.0,29,17,15,5,5,31,54,1.50,.203
140JoeJ KellyKellyP140‌‌‌,LAD,2,0,2.86,48,0,0,0,2,3,44.0,28,16,14,3,4,15,50,0.98,.174
140MattM WislerWislerP140‌‌‌,TB,3,5,3.70,48,0,0,0,1,4,48.2,41,24,20,6,1,11,62,1.07,.228
144PeteP FairbanksFairbanksP144‌‌‌,TB,3,6,3.59,47,0,0,0,5,7,42.2,40,22,17,2,1,21,56,1.43,.241
144LucasL GilbreathGilbreathP144‌‌‌,COL,3,2,3.38,47,1,0,0,1,1,42.2,33,18,16,5,1,23,44,1.31,.208
144BlakeB ParkerParkerP144‌‌‌,CLE,2,1,3.09,47,0,0,0,0,0,43.2,43,15,15,5,2,14,37,1.31,.257
144LucasL SimsSimsP144‌‌‌,CIN,5,3,4.40,47,0,0,0,7,10,47.0,34,26,23,6,4,18,76,1.11,.200
144DanD WinklerWinklerP144‌‌‌,CHC,1,3,5.22,47,0,0,0,0,1,39.2,32,24,23,5,9,30,40,1.56,.213
144BrettB de Geusde GeusP144‌‌‌,ARI,3,2,7.56,47,0,0,0,0,2,50.0,62,47,42,6,8,25,41,1.74,.308
150JhoulysJ ChacínChacinP150‌‌‌,COL,3,2,4.34,46,1,0,0,0,2,64.1,53,32,31,8,0,28,47,1.26,.222
150SethS LugoLugoP150‌‌‌,NYM,4,3,3.50,46,0,0,0,1,5,46.1,41,18,18,6,1,19,55,1.29,.237
150ChrisC MartinMartinP150‌‌‌,ATL,2,4,3.95,46,0,0,0,1,5,43.1,49,20,19,4,3,6,33,1.27,.290
150J.B.J WendelkenWendelkenP150‌‌‌,ARI,4,3,4.33,46,0,0,0,2,3,43.2,44,24,21,4,0,22,39,1.51,.256
150GarrettG WhitlockWhitlockP150‌‌‌,BOS,8,4,1.96,46,0,0,0,2,5,73.1,64,22,16,6,3,17,81,1.10,.233
155NabilN CrismattCrismattP155‌‌‌,SD,3,1,3.76,45,0,0,0,0,1,81.1,87,40,34,10,8,24,71,1.36,.274
155CalebC SmithSmithP155‌‌‌,ARI,4,9,4.83,45,13,0,0,0,2,113.2,93,64,61,20,6,63,124,1.37,.217
155WanderW SueroSueroP155‌‌‌,WSH,2,3,6.33,45,0,0,0,0,3,42.2,45,35,30,11,4,15,44,1.41,.266
158VictorV GonzálezGonzalezP158‌‌‌,LAD,3,1,3.57,44,1,0,0,1,2,35.1,32,14,14,3,3,19,33,1.44,.244
158MichaelM KopechKopechP158‌‌‌,CWS,4,3,3.50,44,4,0,0,0,1,69.1,54,27,27,9,1,24,103,1.13,.210
158RafaelR MonteroMonteroP158‌‌‌,HOU,5,4,6.39,44,0,0,0,7,13,49.1,59,40,35,4,5,17,42,1.54,.296
158TylerT WellsWellsP158‌‌‌,BAL,2,3,4.11,44,0,0,0,4,7,57.0,40,27,26,9,1,12,65,0.91,.192
162TaylorT ClarkeClarkeP162‌‌‌,ARI,1,3,4.98,43,0,0,0,0,1,43.1,52,28,24,4,0,14,39,1.52,.291
162JeffreyJ SpringsSpringsP162‌‌‌,TB,5,1,3.43,43,0,0,0,2,4,44.2,35,21,17,9,0,14,63,1.10,.216
162TrevorT StephanStephanP162‌‌‌,CLE,3,1,4.41,43,0,0,0,1,1,63.1,58,32,31,15,3,31,75,1.41,.235
162DuaneD UnderwoodUnderwoodP162‌‌‌,PIT,2,3,4.33,43,0,0,0,0,0,72.2,77,40,35,9,4,27,65,1.43,.270
166SamS CoonrodCoonrodP166‌‌‌,PHI,2,2,4.04,42,2,0,0,2,6,42.1,41,21,19,5,3,15,48,1.32,.247
166TaylorT HearnHearnP166‌‌‌,TEX,6,6,4.66,42,11,0,0,0,1,104.1,96,58,54,17,3,42,92,1.32,.247
166SpencerS PattonPattonP166‌‌‌,TEX,2,2,3.83,42,0,0,0,2,5,42.1,36,20,18,4,0,15,48,1.20,.229
166CaseyC SadlerSadlerP166‌‌‌,SEA,0,1,0.67,42,0,0,0,0,0,40.1,19,4,3,1,1,10,37,0.72,.143
166JustinJ WilsonWilsonP166‌‌‌,CIN,1,1,5.29,42,0,0,0,0,1,34.0,32,22,20,6,1,16,29,1.41,.244
171TylerT AlexanderAlexanderP171‌‌‌,DET,2,4,3.81,41,15,0,0,0,0,106.1,106,47,45,16,4,28,87,1.26,.255
171AlexA ClaudioClaudioP171‌‌‌,LAA,1,2,5.51,41,0,0,0,1,1,32.2,37,22,20,6,0,15,30,1.59,.278
171JohnJ CurtissCurtissP171‌‌‌,MIL,3,1,3.45,41,2,0,0,0,1,44.1,42,21,17,6,1,12,44,1.22,.244
171JuniorJ GuerraGuerraP171‌‌‌,LAA,5,2,6.06,41,1,0,0,0,2,65.1,67,45,44,6,3,46,61,1.73,.262
171EdgarE SantanaSantanaP171‌‌‌,ATL,3,0,3.59,41,0,0,0,0,0,42.2,37,20,17,7,0,12,33,1.15,.228
171JoakimJ SoriaSoriaP171‌‌‌,TOR,1,4,5.06,41,0,0,0,6,9,37.1,39,21,21,6,1,12,40,1.37,.269
171AlexA VesiaVesiaP171‌‌‌,LAD,3,1,2.25,41,0,0,0,1,2,40.0,17,17,10,6,2,22,54,0.98,.126
178WadeW DavisDavisP178‌‌‌,KC,0,3,6.75,40,0,0,0,2,3,42.2,44,33,32,8,2,19,38,1.48,.270
178AndresA MachadoMachadoP178‌‌‌,WSH,1,2,3.53,40,0,0,0,0,3,35.2,30,17,14,4,5,15,30,1.26,.226
178AndrewA MillerMillerP178‌‌‌,STL,0,0,4.75,40,0,0,0,0,0,36.0,41,19,19,5,5,16,40,1.58,.293
178CalC QuantrillQuantrillP178‌‌‌,CLE,8,3,2.89,40,22,0,0,0,0,149.2,129,55,48,16,9,47,121,1.18,.234
178GarrettG RichardsRichardsP178‌‌‌,BOS,7,8,4.87,40,22,0,0,3,3,136.2,158,86,74,19,5,60,115,1.60,.289
178TaylorT RogersRogersP178‌‌‌,MIN,2,4,3.35,40,0,0,0,9,13,40.1,38,18,15,4,0,8,59,1.14,.247
178AlexA YoungYoungP178‌‌‌,CLE,2,6,6.58,40,2,0,0,0,2,52.0,65,43,38,12,3,27,43,1.77,.307
185BenB BowdenBowdenP185‌‌‌,COL,3,2,6.56,39,0,0,0,0,1,35.2,44,30,26,6,1,21,42,1.82,.288
185RafaelR DolisDolisP185‌‌‌,TOR,2,3,5.63,39,0,0,0,3,4,32.0,29,21,20,2,3,27,39,1.75,.232
185JohnJ GantGantP185‌‌‌,MIN,5,11,4.09,39,21,0,0,0,0,110.0,95,56,50,10,6,71,92,1.51,.233
185BryanB GarciaGarciaP185‌‌‌,DET,3,2,7.55,39,0,0,0,2,3,39.1,48,38,33,10,2,25,32,1.86,.294
185DerekD HollandHollandP185‌‌‌,DET,3,2,5.07,39,1,0,0,0,0,49.2,58,29,28,6,1,20,51,1.57,.287
185DavidD PricePriceP185‌‌‌,LAD,5,2,4.03,39,11,0,0,1,1,73.2,79,35,33,8,4,26,58,1.43,.272
185RangerR SuárezSuarezP185‌‌‌,PHI,8,5,1.36,39,12,1,1,4,7,106.0,73,20,16,4,5,33,107,1.00,.194
185CesarC ValdezValdezP185‌‌‌,BAL,2,2,5.87,39,0,0,0,8,13,46.0,62,32,30,8,1,14,45,1.65,.320
193T.J.T McFarlandMcFarlandP193‌‌‌,STL,4,1,2.56,38,0,0,0,0,1,38.2,32,11,11,3,0,9,21,1.06,.237
193AdamA PlutkoPlutkoP193‌‌‌,BAL,1,2,6.71,38,1,0,0,1,4,56.1,65,43,42,17,3,27,44,1.63,.295
